Date,Lon,Lat,Temperature
14/03/2007,-9.45,52.6,8.3
28/06/2007,-9.45,52.6,14.95
26/07/2007,-9.45,52.6,16.66
14/03/2007,-9.2,52.61,8.23
28/06/2007,-9.2,52.61,15.66
26/07/2007,-9.2,52.61,16.84
06/09/2007,-9.2,52.61,16.63
14/03/2007,-9.36,52.6,8.38
28/06/2007,-9.36,52.6,15.33
26/07/2007,-9.36,52.6,16.26
26/07/2007,-9.36,52.6,16.24
06/09/2007,-9.36,52.6,16.37
15/03/2007,-8.99,52.62,9.5
15/03/2007,-8.99,52.62,9.9
28/06/2007,-8.99,52.62,15.9
26/07/2007,-8.99,52.62,16.7
26/07/2007,-8.99,52.62,17.7
05/09/2007,-8.99,52.62,18.28
14/03/2007,-9.13,52.63,8.39
28/06/2007,-9.13,52.63,15.74
25/07/2007,-9.13,52.63,17.05
26/07/2007,-9.13,52.63,16.86
06/09/2007,-9.13,52.63,16.79
28/06/2007,-9,52.64,15.52
05/09/2007,-9,52.64,17.67
14/03/2007,-9.02,52.65,8.4
28/06/2007,-9.02,52.65,15.52
25/07/2007,-9.02,52.65,17.21
05/09/2007,-9.02,52.65,16.84
06/09/2007,-9.02,52.65,17.2
14/03/2007,-8.7,52.65,7.8
27/06/2007,-8.7,52.65,15.84
25/07/2007,-8.7,52.65,17.45
06/09/2007,-8.7,52.65,17.55
27/06/2007,-8.99,52.66,15.7
05/09/2007,-8.99,52.66,17.24
14/03/2007,-9.09,52.65,8.35
28/06/2007,-9.09,52.65,15.61
05/09/2007,-9.09,52.65,16.73
27/06/2007,-8.7,52.67,15.82
25/07/2007,-8.7,52.67,17.39
06/09/2007,-8.7,52.67,19.34
14/03/2007,-8.73,52.67,7.83
27/06/2007,-8.73,52.67,15.94
25/07/2007,-8.73,52.67,17.59
06/09/2007,-8.73,52.67,18.79
14/03/2007,-8.76,52.68,7.85
27/06/2007,-8.76,52.68,15.85
25/07/2007,-8.76,52.68,17.57
06/09/2007,-8.76,52.68,18.62
14/03/2007,-8.82,52.68,8.15
27/06/2007,-8.82,52.68,15.66
25/07/2007,-8.82,52.68,17.6
06/09/2007,-8.82,52.68,17.58
14/03/2007,-8.91,52.68,8.38
27/06/2007,-8.91,52.68,14.66
25/07/2007,-8.91,52.68,17.14
06/09/2007,-8.91,52.68,17.5
27/06/2007,-9,52.7,15.97
05/09/2007,-9,52.7,17.05
15/03/2007,-9.04,52.69,8.5
15/03/2007,-9.04,52.69,8.7
27/06/2007,-8.97,52.72,15.84
25/07/2007,-8.97,52.72,17.45
05/09/2007,-8.97,52.72,17.23
15/03/2007,-8.98,52.74,9.24
05/09/2007,-8.98,52.74,17.34
15/03/2007,-8.99,52.76,9.86
27/06/2007,-8.99,52.76,15.68
25/07/2007,-8.99,52.76,18.04
05/09/2007,-8.99,52.76,17.38
27/06/2007,-8.95,52.78,15.43
25/07/2007,-8.95,52.78,17.99
05/09/2007,-8.95,52.78,17.97
01/03/2007,-6.03,52.98,8.07
01/03/2007,-6.03,52.98,8.16
20/06/2007,-6.03,52.98,14.32
20/06/2007,-6.03,52.98,15.66
05/07/2007,-6.03,52.98,14.8
05/07/2007,-6.03,52.98,14.85
30/01/2007,-8.94,53.14,7.67
30/05/2007,-8.94,53.14,14.16
30/05/2007,-8.94,53.14,13.7
18/07/2007,-8.94,53.14,15.4
18/07/2007,-8.94,53.14,16.4
29/08/2007,-8.94,53.14,16.21
29/08/2007,-8.94,53.14,15.39
30/01/2007,-8.95,53.16,7.24
30/01/2007,-8.95,53.16,7.35
30/05/2007,-8.95,53.16,14.16
30/05/2007,-8.95,53.16,13.86
18/07/2007,-8.95,53.16,16.5
18/07/2007,-8.95,53.16,17.5
29/08/2007,-8.95,53.16,16.69
29/08/2007,-8.95,53.16,16.58
30/01/2007,-8.96,53.17,6.95
30/01/2007,-8.96,53.17,7.28
30/05/2007,-8.96,53.17,13.91
30/05/2007,-8.96,53.17,13.43
18/07/2007,-8.96,53.17,16.7
18/07/2007,-8.96,53.17,17.1
29/08/2007,-8.96,53.17,16.59
29/08/2007,-8.96,53.17,16.95
30/01/2007,-8.97,53.17,7.1
30/01/2007,-8.96,53.18,6.95
30/01/2007,-8.97,53.17,7.3
30/05/2007,-8.97,53.17,13.8
30/05/2007,-8.97,53.17,13.03
18/07/2007,-8.97,53.17,16.7
18/07/2007,-8.97,53.17,17.1
29/08/2007,-8.97,53.17,16.71
29/08/2007,-8.97,53.17,16.95
29/01/2007,-9.15,53.23,6.95
29/05/2007,-9.15,53.23,13.64
19/07/2007,-9.15,53.23,17.1
30/08/2007,-9.15,53.23,15.16
29/01/2007,-9.03,53.24,5.98
29/05/2007,-9.03,53.24,14.12
19/07/2007,-9.03,53.24,17.5
30/08/2007,-9.03,53.24,16.8
29/01/2007,-9.06,53.24,6.9
29/05/2007,-9.06,53.24,13.29
19/07/2007,-9.06,53.24,17.3
30/08/2007,-9.06,53.24,16.84
29/05/2007,-9.08,53.25,13.59
19/07/2007,-9.08,53.25,17
30/08/2007,-9.08,53.25,16.7
29/01/2007,-9.11,53.24,6.8
29/05/2007,-9.11,53.24,13.47
19/07/2007,-9.11,53.24,17.7
30/08/2007,-9.11,53.24,16.61
29/01/2007,-8.97,53.26,6.96
29/01/2007,-8.97,53.26,6.82
29/05/2007,-8.97,53.26,13.32
19/07/2007,-8.97,53.26,17
30/08/2007,-8.97,53.26,16.83
30/08/2007,-8.97,53.26,17.14
29/01/2007,-9.01,53.25,6.74
29/01/2007,-9.01,53.25,6.84
29/05/2007,-9.01,53.25,13.24
19/07/2007,-9.01,53.25,17.1
30/08/2007,-9.01,53.25,16.72
30/08/2007,-9.01,53.25,17.17
29/01/2007,-9.04,53.26,6.56
29/01/2007,-9.05,53.25,6.81
29/01/2007,-9.05,53.25,6.58
29/01/2007,-9.04,53.26,6.77
29/05/2007,-9.04,53.25,13.18
29/05/2007,-9.04,53.26,13.54
29/05/2007,-9.05,53.25,13.12
29/05/2007,-9.05,53.25,14.84
29/05/2007,-9.04,53.25,14.4
29/05/2007,-9.04,53.26,14.55
19/07/2007,-9.04,53.26,17
19/07/2007,-9.04,53.25,17
19/07/2007,-9.05,53.25,17.3
19/07/2007,-9.04,53.25,18
19/07/2007,-9.04,53.26,18
30/08/2007,-9.04,53.26,16.85
30/08/2007,-9.04,53.25,16.78
30/08/2007,-9.05,53.25,16.73
30/08/2007,-9.05,53.25,17.06
30/08/2007,-9.04,53.25,17.04
30/08/2007,-9.04,53.26,17.4
31/05/2007,-9.65,53.29,14.48
16/07/2007,-9.65,53.29,17.33
27/08/2007,-9.65,53.29,18.24
